# ABAQUS Dynamic Analysis - Stress History at Element 1 Base 
# Variable: SM2 
time_s,SM2_Nm,sigma_bending_MPa 
194.0234,10665.7656,7.858839
194.0734,10277.0283,7.572407
194.1234,9440.3613,6.955927
194.1734,8263.4102,6.088716
194.2234,7087.9600,5.222610
194.2734,6039.1680,4.449831
194.3234,4879.2163,3.595145
194.3734,3306.0371,2.435982
194.4234,1516.4719,1.117380
194.4734,146.4959,0.107942
194.5234,-665.8926,0.490649
194.5734,-1379.1077,1.016166
194.6234,-2233.9031,1.646003
194.6734,-3150.5581,2.321421
194.7234,-3911.1880,2.881875
194.7734,-4118.0044,3.034263
194.8234,-3739.0376,2.755029
194.8734,-3151.1501,2.321857
194.9234,-2504.3279,1.845260
194.9734,-1856.2269,1.367721
195.0234,-1161.2979,0.855677
195.0734,-118.9144,0.087620
195.1234,1361.0675,1.002873
195.1734,3011.6453,2.219066
195.2234,4442.8389,3.273610
195.2734,5494.4844,4.048492
195.3234,6466.5957,4.764772
195.3734,7586.2412,5.589758
195.4234,8761.9551,6.456058
195.4734,9838.7305,7.249456
195.5234,10544.2129,7.769276
195.5734,10866.9746,8.007096
195.6234,10970.7402,8.083553
195.6734,10775.1328,7.939424
195.7234,10342.6553,7.620763
195.7734,9744.7207,7.180187
195.8234,8905.5020,6.561827
195.8734,7895.7290,5.817798
195.9234,6797.9927,5.008954
195.9734,5701.0718,4.200712
196.0234,4681.3350,3.449341
196.0734,3551.4893,2.616838
196.1234,2111.1316,1.555542
196.1734,594.0051,0.437680
196.2234,-576.0830,0.424474
196.2734,-1335.1014,0.983741
196.3234,-1973.9463,1.454460
196.3734,-2774.0383,2.043990
196.4234,-3618.5022,2.666215
196.4734,-4022.1184,2.963611
196.5234,-3721.5298,2.742129
196.5734,-3027.2151,2.230538
196.6234,-2494.2271,1.837817
196.6734,-2168.4570,1.597781
196.7234,-1517.1832,1.117904
196.7734,-351.9998,0.259363
196.8234,861.6806,0.634911
196.8734,1855.1064,1.366895
196.9234,2898.5913,2.135765
196.9734,4153.1133,3.060132
197.0234,5314.9214,3.916185
197.0734,6187.3486,4.559014
197.1234,7045.0752,5.191012
197.1734,7961.1694,5.866016
197.2234,8639.6885,6.365968
197.2734,9045.1523,6.664725
197.3234,9323.7012,6.869968
197.3734,9342.0156,6.883463
197.4234,9086.0098,6.694830
197.4734,8969.8799,6.609263
197.5234,8993.6035,6.626743
197.5734,8599.2617,6.336181
197.6234,7729.2827,5.695155
197.6734,6835.3867,5.036507
197.7234,6092.4180,4.489067
197.7734,5475.3174,4.034370
197.8234,4984.0249,3.672371
197.8734,4470.1885,3.293762
197.9234,3832.0837,2.823588
197.9734,3284.9731,2.420462
198.0234,3122.4321,2.300697
198.0734,3316.8091,2.443919
198.1234,3527.0039,2.598797
198.1734,3575.3428,2.634414
198.2234,3605.1489,2.656376
198.2734,3850.6763,2.837288
198.3234,4467.7188,3.291942
198.3734,5172.4741,3.811226
198.4234,5666.5371,4.175266
198.4734,6345.7134,4.675702
198.5234,7383.7876,5.440585
198.5734,8388.8164,6.181119
198.6234,9237.5908,6.806520
198.6734,9925.8047,7.313615
198.7234,10413.8691,7.673235
198.7734,10776.3262,7.940304
198.8234,11057.7939,8.147697
198.8734,11306.8555,8.331213
198.9234,11435.2656,8.425829
198.9734,11304.7051,8.329628
199.0234,11107.7490,8.184505
199.0734,10938.4893,8.059790
199.1234,10475.0391,7.718307
199.1734,9553.0020,7.038924
199.2234,8482.9746,6.250497
199.2734,7624.0771,5.617637
199.3234,6868.1177,5.060624
199.3734,5832.5903,4.297618
199.4234,4703.7939,3.465889
199.4734,3932.9619,2.897918
199.5234,3349.7927,2.468223
199.5734,2545.3862,1.875513
199.6234,1420.8550,1.046926
199.6734,513.7216,0.378525
199.7234,391.2288,0.288269
199.7734,474.5233,0.349642
199.8234,120.4562,0.088756
199.8734,-258.9234,0.190782
199.9234,-302.0741,0.222577
199.9734,-65.5828,0.048323
200.0234,334.9568,0.246806
200.0734,663.8102,0.489114
200.1234,911.8631,0.671887
200.1734,1389.8475,1.024079
200.2234,2228.6694,1.642147
200.2734,3062.6570,2.256653
200.3234,3516.9180,2.591365
200.3734,3773.3826,2.780336
200.4234,4204.7271,3.098162
200.4734,4850.9360,3.574308
200.5234,5415.7266,3.990461
200.5734,5706.5776,4.204769
200.6234,5852.4819,4.312275
200.6734,5901.2139,4.348182
200.7234,5815.7969,4.285245
200.7734,5751.9873,4.238228
200.8234,5762.5073,4.245979
200.8734,5653.3345,4.165538
200.9234,5298.9658,3.904429
200.9734,4810.8511,3.544772
201.0234,4390.5508,3.235083
201.0734,4049.1392,2.983521
201.1234,3596.9324,2.650322
201.1734,2967.4502,2.186502
201.2234,2415.5823,1.779870
201.2734,2186.4634,1.611048
201.3234,2062.0034,1.519343
201.3734,1841.1644,1.356622
201.4234,1798.2809,1.325024
201.4734,1890.5240,1.392992
201.5234,1790.9879,1.319651
201.5734,1726.1993,1.271913
201.6234,1998.5337,1.472576
201.6734,2611.7224,1.924391
201.7234,3632.3835,2.676444
201.7734,4863.9985,3.583932
201.8234,5836.6436,4.300605
201.8734,6364.4014,4.689472
201.9234,6672.2124,4.916276
201.9734,7515.0430,5.537297
202.0234,9265.6973,6.827229
202.0734,10953.3770,8.070760
202.1234,11628.4277,8.568156
202.1734,11718.3730,8.634431
202.2234,12396.0107,9.133733
202.2734,13932.1016,10.265569
202.3234,15166.3506,11.174998
202.3734,15285.7227,11.262955
202.4234,15039.1846,11.081299
202.4734,15319.1816,11.287609
202.5234,15861.6484,11.687314
202.5734,16263.0273,11.983061
202.6234,16403.3828,12.086479
202.6734,15976.0088,11.771578
202.7234,15302.5908,11.275384
202.7734,14970.6807,11.030823
202.8234,14846.1689,10.939080
202.8734,14546.8047,10.718499
202.9234,14004.5449,10.318947
202.9734,13240.8926,9.756266
203.0234,12166.3262,8.964495
203.0734,11337.4062,8.353723
203.1234,11381.9072,8.386513
203.1734,11656.7627,8.589034
203.2234,11472.2178,8.453056
203.2734,10874.0488,8.012308
203.3234,10096.5811,7.439448
203.3734,9848.9717,7.257002
203.4234,10329.8740,7.611345
203.4734,10674.5752,7.865331
203.5234,10508.3447,7.742847
203.5734,10354.7246,7.629656
203.6234,10698.4980,7.882958
203.6734,11208.4639,8.258715
203.7234,11214.8096,8.263391
203.7734,10892.1035,8.025612
203.8234,10801.5537,7.958892
203.8734,10927.3008,8.051546
203.9234,10779.3438,7.942527
203.9734,10253.9473,7.555400
204.0234,10119.6455,7.456443
204.0734,10588.5000,7.801908
204.1234,10687.0146,7.874496
204.1734,10045.7979,7.402030
204.2234,9228.8652,6.800090
204.2734,8422.3809,6.205850
204.3234,7659.2393,5.643545
204.3734,7125.4155,5.250209
204.4234,6650.7754,4.900480
204.4734,6250.9302,4.605863
204.5234,6106.2261,4.499241
204.5734,5935.7671,4.373642
204.6234,5567.4341,4.102244
204.6734,5150.7466,3.795217
204.7234,4878.8101,3.594846
204.7734,5030.6006,3.706690
204.8234,5661.9082,4.171855
204.8734,6329.1079,4.663467
204.9234,6833.5605,5.035162
204.9734,7589.5439,5.592192
205.0234,8477.8691,6.246735
205.0734,9088.5332,6.696690
205.1234,9919.5264,7.308989
205.1734,11422.2383,8.416230
205.2234,13066.7109,9.627924
205.2734,14130.1719,10.411513
205.3234,14508.4473,10.690237
205.3734,14721.8770,10.847498
205.4234,15382.0283,11.333916
205.4734,16449.1523,12.120203
205.5234,17041.9316,12.556980
205.5734,16843.6895,12.410909
205.6234,16780.6836,12.364485
205.6734,17169.8848,12.651259
205.7234,17169.8047,12.651200
205.7734,16444.7480,12.116958
205.8234,15502.1865,11.422452
205.8734,14502.5234,10.685872
205.9234,13222.1689,9.742470
205.9734,11935.0312,8.794070
206.0234,10840.1826,7.987355
206.0734,9683.1309,7.134806
206.1234,8476.6367,6.245827
206.1734,7411.4814,5.460990
206.2234,6336.8433,4.669166
206.2734,4909.6528,3.617572
206.3234,3412.6296,2.514523
206.3734,2635.1785,1.941674
206.4234,2622.4341,1.932284
206.4734,2520.2332,1.856979
206.5234,1797.5903,1.324516
206.5734,1013.2529,0.746594
206.6234,1115.8459,0.822187
206.6734,2086.0105,1.537032
206.7234,2800.2781,2.063325
206.7734,2701.7878,1.990754
206.8234,2742.6753,2.020881
206.8734,3795.8889,2.796919
206.9234,5189.6240,3.823863
206.9734,5827.5059,4.293872
207.0234,5964.6836,4.394949
207.0734,6553.3320,4.828681
207.1234,7550.3813,5.563336
207.1734,8266.2734,6.090825
207.2234,8436.7969,6.216472
207.2734,8374.8701,6.170842
207.3234,8469.3584,6.240464
207.3734,8473.3975,6.243440
207.4234,7969.7637,5.872349
207.4734,7301.1221,5.379674
207.5234,6884.5557,5.072736
207.5734,6478.2617,4.773367
207.6234,5838.9678,4.302318
207.6734,5039.2046,3.713029
207.7234,4004.3120,2.950491
207.7734,2767.0725,2.038858
207.8234,1784.4666,1.314846
207.8734,1117.7310,0.823576
207.9234,321.1511,0.236633
207.9734,-620.3229,0.457072
208.0234,-1327.9467,0.978469
208.0734,-1592.2252,1.173197
208.1234,-1520.9468,1.120677
208.1734,-1531.6696,1.128578
208.2234,-1878.7371,1.384307
208.2734,-2141.8186,1.578153
208.3234,-1802.1549,1.327879
208.3734,-1057.0106,0.778835
208.4234,-420.7712,0.310036
208.4734,12.2883,0.009054
208.5234,606.0908,0.446585
208.5734,1628.7694,1.200124
208.6234,2828.9988,2.084487
208.6734,3754.9714,2.766770
208.7234,4221.3237,3.110391
208.7734,4534.1382,3.340882
208.8234,5094.6099,3.753853
208.8734,5867.0806,4.323032
208.9234,6605.2739,4.866954
208.9734,7141.1899,5.261832
209.0234,7451.6914,5.490618
209.0734,7718.5317,5.687234
209.1234,8143.6030,6.000438
209.1734,8652.0127,6.375049
209.2234,9007.9248,6.637295
209.2734,9109.1533,6.711883
209.3234,8976.7070,6.614293
209.3734,8802.7637,6.486127
209.4234,9029.0801,6.652883
209.4734,9671.8164,7.126469
209.5234,9933.9258,7.319599
209.5734,9574.3867,7.054680
209.6234,9490.4189,6.992811
209.6734,9974.7510,7.349680
209.7234,10289.4463,7.581557
209.7734,10020.0371,7.383048
209.8234,9358.2002,6.895388
209.8734,8829.5547,6.505867
209.9234,8801.6338,6.485294
209.9734,8854.9268,6.524562
210.0234,8494.0303,6.258643
210.0734,8093.4844,5.963509
210.1234,7979.5688,5.879573
210.1734,7673.5679,5.654103
210.2234,6954.9688,5.124619
210.2734,6272.0049,4.621392
210.3234,5827.3687,4.293771
210.3734,5344.9644,3.938322
210.4234,4826.6348,3.556402
210.4734,4497.3633,3.313785
210.5234,4156.3398,3.062509
210.5734,3582.8025,2.639911
210.6234,3263.6282,2.404734
210.6734,3610.1406,2.660054
210.7234,4014.3555,2.957891
210.7734,3852.6128,2.838715
210.8234,3451.0747,2.542850
210.8734,3407.3857,2.510659
210.9234,3857.4041,2.842245
210.9734,4458.0415,3.284812
211.0234,4766.9438,3.512420
211.0734,4886.6055,3.600590
211.1234,5271.3618,3.884089
211.1734,5970.0200,4.398881
211.2234,6604.8247,4.866623
211.2734,6855.3618,5.051226
211.3234,6914.3853,5.094716
211.3734,7266.3501,5.354053
211.4234,7931.6777,5.844286
211.4734,8489.1826,6.255071
211.5234,8952.9775,6.596808
211.5734,9624.3115,7.091466
211.6234,10226.6660,7.535298
211.6734,10502.2588,7.738363
211.7234,10709.8164,7.891297
211.7734,11050.5234,8.142340
211.8234,11645.6875,8.580874
211.8734,12414.9326,9.147675
211.9234,12888.5137,9.496623
211.9734,12852.9990,9.470455
212.0234,12601.7871,9.285355
212.0734,12472.6953,9.190237
212.1234,12587.3525,9.274719
212.1734,12667.4375,9.333728
212.2234,12636.5352,9.310958
212.2734,12803.5986,9.434056
212.3234,12895.0156,9.501414
212.3734,12684.6973,9.346446
212.4234,12374.1855,9.117652
212.4734,11750.0898,8.657800
212.5234,10738.9648,7.912775
212.5734,9837.7080,7.248703
212.6234,9499.1504,6.999244
212.6734,9752.9502,7.186251
212.7234,9878.8154,7.278992
212.7734,9035.8467,6.657869
212.8234,7700.1089,5.673659
212.8734,7113.8916,5.241718
212.9234,7451.4570,5.490445
212.9734,7809.8403,5.754512
213.0234,7481.3433,5.512466
213.0734,6798.9277,5.009643
213.1234,6535.3008,4.815395
213.1734,6465.3721,4.763870
213.2234,6098.7373,4.493723
213.2734,5886.4146,4.337278
213.3234,6286.7163,4.632231
213.3734,6839.5879,5.039603
213.4234,6772.2061,4.989954
213.4734,6298.1152,4.640630
213.5234,6250.0532,4.605217
213.5734,6734.0693,4.961854
213.6234,7286.9023,5.369197
213.6734,7429.8560,5.474529
213.7234,6956.9551,5.126082
213.7734,6303.2383,4.644405
213.8234,6087.4604,4.485414
213.8734,6285.7954,4.631553
213.9234,6541.6240,4.820055
213.9734,6659.4639,4.906882
214.0234,6387.2139,4.706281
214.0734,5826.9419,4.293457
214.1234,5622.9170,4.143125
214.1734,5842.3950,4.304843
214.2234,5799.2783,4.273073
214.2734,5319.8633,3.919827
214.3234,4894.6523,3.606519
214.3734,4769.7373,3.514478
214.4234,4774.7432,3.518167
214.4734,4938.3623,3.638726
214.5234,5385.2007,3.967969
214.5734,5676.0327,4.182262
214.6234,5524.5791,4.070667
214.6734,5331.5742,3.928456
214.7234,5489.9805,4.045174
214.7734,6069.5840,4.472242
214.8234,6761.6377,4.982167
214.8734,7126.3955,5.250931
214.9234,7259.1582,5.348754
214.9734,7611.2280,5.608169
215.0234,8209.0293,6.048646
215.0734,8709.5273,6.417427
215.1234,8949.1963,6.594022
215.1734,9247.1787,6.813584
215.2234,10014.9678,7.379313
215.2734,10638.1680,7.838505
215.3234,10345.6836,7.622994
215.3734,9959.7920,7.338658
215.4234,10311.6289,7.597901
215.4734,10883.4902,8.019265
215.5234,11279.9092,8.311358
215.5734,11638.4365,8.575531
215.6234,11860.4053,8.739084
215.6734,11721.6562,8.636850
215.7234,11194.4814,8.248412
215.7734,10613.6768,7.820459
215.8234,10364.0420,7.636521
215.8734,10175.4277,7.497545
215.9234,9806.4365,7.225661
215.9734,9680.7373,7.133043
216.0234,9723.1758,7.164312
216.0734,9465.1807,6.974214
216.1234,9106.3027,6.709783
216.1734,8835.2207,6.510042
216.2234,8544.6406,6.295934
216.2734,8202.1816,6.043601
216.3234,7773.7124,5.727892
216.3734,7568.0200,5.576332
216.4234,7865.6060,5.795602
216.4734,8144.5039,6.001102
216.5234,7833.4980,5.771944
216.5734,7404.5396,5.455875
216.6234,7669.4219,5.651048
216.6734,8383.7480,6.177384
216.7234,8683.5186,6.398263
216.7734,8617.2393,6.349427
216.8234,8823.0322,6.501061
216.8734,9214.1738,6.789265
216.9234,9505.2607,7.003746
216.9734,9740.9717,7.177425
217.0234,9948.3145,7.330201
217.0734,10180.6318,7.501379
217.1234,10355.3857,7.630143
217.1734,10420.6670,7.678244
217.2234,10535.2812,7.762695
217.2734,10739.5459,7.913203
217.3234,11018.4307,8.118693
217.3734,11205.6074,8.256610
217.4234,11019.8379,8.119730
217.4734,10643.1221,7.842155
217.5234,10509.2822,7.743538
217.5734,10788.6270,7.949367
217.6234,11261.7451,8.297974
217.6734,11459.1387,8.443419
217.7234,11179.6357,8.237474
217.7734,10625.7363,7.829345
217.8234,10366.7383,7.638508
217.8734,10870.9658,8.010037
217.9234,11559.7129,8.517525
217.9734,11425.3408,8.418516
218.0234,10599.5566,7.810055
218.0734,10239.6553,7.544869
218.1234,10781.7393,7.944292
218.1734,11491.4404,8.467220
218.2234,11785.9121,8.684195
218.2734,11803.8496,8.697412
218.3234,11869.6953,8.745929
218.3734,11985.8750,8.831534
218.4234,11915.0840,8.779373
218.4734,11480.6133,8.459242
218.5234,11005.9375,8.109488
218.5734,11221.0059,8.267956
218.6234,11865.8779,8.743116
218.6734,11780.7012,8.680356
218.7234,10907.7373,8.037131
218.7734,10352.9961,7.628382
218.8234,10533.5986,7.761455
218.8734,10633.9795,7.835419
218.9234,10075.6504,7.424026
218.9734,9368.9150,6.903283
219.0234,9009.6797,6.638588
219.0734,8746.8564,6.444933
219.1234,8215.2881,6.053258
219.1734,7588.6128,5.591506
219.2234,7231.6919,5.328516
219.2734,6915.0410,5.095199
219.3234,6447.4272,4.750648
219.3734,6371.8149,4.694934
219.4234,6726.4805,4.956262
219.4734,6858.6641,5.053659
219.5234,6718.7725,4.950583
219.5734,6647.8809,4.898348
219.6234,7028.3232,5.178668
219.6734,8058.2563,5.937552
219.7234,8860.4121,6.528604
219.7734,8936.1807,6.584432
219.8234,9430.0537,6.948332
219.8734,10699.2393,7.883504
219.9234,11681.4717,8.607241
219.9734,12082.6914,8.902871
220.0234,12549.1719,9.246587
220.0734,13564.5635,9.994756
220.1234,14700.4551,10.831713
220.1734,15241.6680,11.230494
220.2234,15629.6660,11.516382
220.2734,16347.3242,12.045173
220.3234,16699.1914,12.304439
220.3734,16367.0312,12.059694
220.4234,16120.5771,11.878100
220.4734,16396.3066,12.081265
220.5234,16577.1836,12.214540
220.5734,16048.2559,11.824811
220.6234,15207.4824,11.205306
220.6734,14688.5322,10.822928
220.7234,14273.0596,10.516796
220.7734,13417.9473,9.886725
220.8234,12534.1377,9.235509
220.8734,12370.9697,9.115282
220.9234,12525.6895,9.229284
220.9734,12412.9697,9.146229
221.0234,11994.1797,8.837653
221.0734,11011.3320,8.113463
221.1234,9798.7471,7.219996
221.1734,9407.3320,6.931590
221.2234,9900.5078,7.294976
221.2734,10431.3691,7.686129
221.3234,10480.1660,7.722084
221.3734,10193.9502,7.511192
221.4234,10171.7695,7.494849
221.4734,10784.4482,7.946288
221.5234,11551.2500,8.511290
221.5734,11907.2324,8.773587
221.6234,11932.1670,8.791960
221.6734,11562.7178,8.519739
221.7234,10894.4805,8.027363
221.7734,10723.3936,7.901301
221.8234,11220.1064,8.267294
221.8734,11574.3232,8.528291
221.9234,11485.7334,8.463015
221.9734,11359.6826,8.370137
222.0234,10959.3525,8.075163
222.0734,9894.8174,7.290783
222.1234,8831.8271,6.507541
222.1734,8471.5332,6.242067
222.2234,8365.8545,6.164200
222.2734,7634.5215,5.625333
222.3234,6360.9966,4.686963
222.3734,5366.8076,3.954416
222.4234,4954.0728,3.650302
222.4734,4742.2939,3.494257
222.5234,4111.8936,3.029760
222.5734,2914.8857,2.147771
222.6234,1944.9443,1.433090
222.6734,1860.7384,1.371045
222.7234,2182.5601,1.608172
222.7734,2126.4397,1.566821
222.8234,1639.3538,1.207922
222.8734,1335.8948,0.984325
222.9234,1797.5496,1.324486
222.9734,2758.4304,2.032490
223.0234,3472.4307,2.558586
223.0734,3696.8557,2.723948
223.1234,3794.2908,2.795741
223.1734,4327.0742,3.188311
223.2234,5280.7295,3.890992
223.2734,6114.4224,4.505280
223.3234,6497.7300,4.787712
223.3734,6581.1689,4.849192
223.4234,6966.6650,5.133237
223.4734,7829.6890,5.769138
223.5234,8511.5010,6.271516
223.5734,8578.1016,6.320589
223.6234,8315.5059,6.127101
223.6734,8069.8457,5.946092
223.7234,7930.4995,5.843418
223.7734,7876.2256,5.803427
223.8234,7643.3442,5.631833
223.8734,6911.1934,5.092364
223.9234,5935.8682,4.373716
223.9734,5161.8633,3.803408
224.0234,4561.8394,3.361293
224.0734,4041.4207,2.977834
224.1234,3519.2209,2.593062
224.1734,2724.6304,2.007585
224.2234,1719.2780,1.266813
224.2734,1062.5367,0.782907
224.3234,964.8047,0.710896
224.3734,914.1906,0.673602
224.4234,487.3385,0.359085
224.4734,-42.7986,0.031535
224.5234,-134.5991,0.099176
224.5734,421.4833,0.310561
224.6234,1480.8429,1.091127
224.6734,2589.9927,1.908380
224.7234,3252.8779,2.396813
